Evaluation started at 2025-05-27 08:49:16

Image: enter_2024_11_09_20_37_09.jpg, pred_boxes=[(1370, 355, 105, 35)], pred_scores=['1.0000'], Avg IoU=0.9038
Image: leave_2024_11_09_09_53_51.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_09_57_24.jpg, pred_boxes=[(965, 370, 65, 40)], pred_scores=['1.0000'], Avg IoU=0.7775
Image: leave_2024_11_09_10_16_40.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_10_10_37.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_10_25_19.jpg, pred_boxes=[(970, 380, 65, 40)], pred_scores=['1.0000'], Avg IoU=0.8258
Image: leave_2024_11_09_10_30_08.jpg, pred_boxes=[(75, 1195, 175, 70)], pred_scores=['0.9814'], Avg IoU=0.0000
Image: leave_2024_11_09_10_44_48.jpg, pred_boxes=[(980, 700, 105, 35)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_10_45_29.jpg, pred_boxes=[(1535, 325, 95, 80)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_10_47_15.jpg, pred_boxes=[(815, 155, 80, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_10_50_31.jpg, pred_boxes=[(1515, 320, 115, 80)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_10_58_50.jpg, pred_boxes=[(600, 450, 65, 75)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_11_09_44.jpg, pred_boxes=[(1085, 590, 75, 40)], pred_scores=['1.0000'], Avg IoU=0.7979
Image: leave_2024_11_09_11_19_38.jpg, pred_boxes=[(1150, 370, 90, 55)], pred_scores=['1.0000'], Avg IoU=0.9179
Image: leave_2024_11_09_11_25_36.jpg, pred_boxes=[(2240, 455, 70, 80)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_11_38_56.jpg, pred_boxes=[(775, 355, 70, 65)], pred_scores=['1.0000'], Avg IoU=0.2145
Image: leave_2024_11_09_11_45_17.jpg, pred_boxes=[(1105, 510, 80, 55)], pred_scores=['1.0000'], Avg IoU=0.7402
Image: leave_2024_11_09_11_48_32.jpg, pred_boxes=[(790, 310, 115, 120)], pred_scores=['1.0000'], Avg IoU=0.1528
Image: leave_2024_11_09_11_43_29.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_12_51_57.jpg, pred_boxes=[(1380, 420, 100, 70)], pred_scores=['1.0000'], Avg IoU=0.9146
Image: leave_2024_11_09_12_54_06.jpg, pred_boxes=[(1380, 445, 90, 60)], pred_scores=['1.0000'], Avg IoU=0.8220
Image: leave_2024_11_09_13_11_02.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_12_59_09.jpg, pred_boxes=[(410, 385, 80, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_13_20_33.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_13_23_00.jpg, pred_boxes=[(255, 430, 105, 120)], pred_scores=['0.9963'], Avg IoU=0.0000
Image: leave_2024_11_09_13_45_24.jpg, pred_boxes=[(1175, 235, 170, 120)], pred_scores=['1.0000'], Avg IoU=0.3009
Image: leave_2024_11_09_13_41_32.jpg, pred_boxes=[(955, 420, 85, 50)], pred_scores=['1.0000'], Avg IoU=0.7767
Image: leave_2024_11_09_14_04_11.jpg, pred_boxes=[(1700, 360, 110, 110)], pred_scores=['0.9857'], Avg IoU=0.0000
Image: leave_2024_11_09_14_31_02.jpg, pred_boxes=[(600, 260, 105, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_14_38_02.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_14_50_12.jpg, pred_boxes=[(1315, 195, 80, 120)], pred_scores=['0.9676'], Avg IoU=0.0000
Image: leave_2024_11_09_15_16_19.jpg, pred_boxes=[(1020, 660, 125, 35)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_15_22_17.jpg, pred_boxes=[(1095, 175, 140, 110)], pred_scores=['0.9926'], Avg IoU=0.0000
Image: leave_2024_11_09_15_34_51.jpg, pred_boxes=[(945, 500, 110, 40)], pred_scores=['1.0000'], Avg IoU=0.8415
Image: leave_2024_11_09_15_24_51.jpg, pred_boxes=[(410, 385, 80, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_15_37_20.jpg, pred_boxes=[(410, 385, 80, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_16_02_53.jpg, pred_boxes=[(1275, 270, 90, 55)], pred_scores=['1.0000'], Avg IoU=0.8016
Image: leave_2024_11_09_16_08_11.jpg, pred_boxes=[(410, 385, 80, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_16_33_28.jpg, pred_boxes=[(580, 325, 80, 65)], pred_scores=['0.9958'], Avg IoU=0.0000
Image: leave_2024_11_09_17_03_29.jpg, pred_boxes=[(895, 720, 110, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_17_05_07.jpg, pred_boxes=[(1265, 285, 85, 55)], pred_scores=['1.0000'], Avg IoU=0.8755
Image: leave_2024_11_09_17_05_28.jpg, pred_boxes=[(885, 745, 165, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_17_11_03.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_17_15_24.jpg, pred_boxes=[(1520, 145, 60, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_17_21_19.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_17_53_07.jpg, pred_boxes=[(600, 270, 95, 100)], pred_scores=['0.9649'], Avg IoU=0.0000
Image: leave_2024_11_09_17_31_36.jpg, pred_boxes=[(400, 335, 100, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_17_56_47.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_18_01_53.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_18_17_55.jpg, pred_boxes=[(410, 385, 80, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_18_20_58.jpg, pred_boxes=[(125, 390, 105, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_18_23_39.jpg, pred_boxes=[(130, 390, 100, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_18_24_57.jpg, pred_boxes=[(1335, 400, 150, 70)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_18_36_44.jpg, pred_boxes=[(405, 385, 90, 35)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_18_41_41.jpg, pred_boxes=[(1250, 625, 105, 30)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_18_49_01.jpg, pred_boxes=[(810, 440, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.6625
Image: leave_2024_11_09_19_24_13.jpg, pred_boxes=[(410, 385, 80, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_19_44_38.jpg, pred_boxes=[(1025, 555, 240, 50)], pred_scores=['0.9948'], Avg IoU=0.0000
Image: leave_2024_11_09_19_37_55.jpg, pred_boxes=[(775, 580, 125, 60)], pred_scores=['1.0000'], Avg IoU=0.8250
Image: leave_2024_11_09_19_44_54.jpg, pred_boxes=[(1670, 360, 115, 80)], pred_scores=['0.9882'], Avg IoU=0.0000
Image: leave_2024_11_09_20_25_58.jpg, pred_boxes=[(140, 390, 90, 45)], pred_scores=['0.9846'], Avg IoU=0.0000
Image: leave_2024_11_09_21_07_19.jpg, pred_boxes=[(1180, 510, 105, 40)], pred_scores=['1.0000'], Avg IoU=0.8208
Image: leave_2024_11_09_20_37_09.jpg, pred_boxes=[(940, 0, 95, 95)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_21_16_19.jpg, pred_boxes=[(965, 705, 105, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_09_21_25_29.jpg, pred_boxes=[(1120, 435, 165, 60)], pred_scores=['1.0000'], Avg IoU=0.6009
Image: leave_2024_11_09_21_28_12.jpg, pred_boxes=[(930, 610, 125, 50)], pred_scores=['1.0000'], Avg IoU=0.8164
Image: leave_2024_11_09_21_19_52.jpg, pred_boxes=[(1205, 500, 105, 35)], pred_scores=['1.0000'], Avg IoU=0.7972
Image: leave_2024_11_10_09_39_56.jpg, pred_boxes=[(645, 205, 240, 95)], pred_scores=['0.9963'], Avg IoU=0.0000
Image: leave_2024_11_10_09_45_33.jpg, pred_boxes=[(405, 375, 90, 55)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_09_51_06.jpg, pred_boxes=[(1315, 200, 75, 95)], pred_scores=['0.9956'], Avg IoU=0.0000
Image: leave_2024_11_10_09_52_15.jpg, pred_boxes=[(1275, 195, 120, 95)], pred_scores=['0.9924'], Avg IoU=0.0000
Image: leave_2024_11_10_10_00_04.jpg, pred_boxes=[(300, 520, 105, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_10_00_20.jpg, pred_boxes=[(885, 480, 100, 35)], pred_scores=['1.0000'], Avg IoU=0.8493
Image: leave_2024_11_10_10_08_04.jpg, pred_boxes=[(830, 445, 90, 35)], pred_scores=['1.0000'], Avg IoU=0.9217
Image: leave_2024_11_10_10_27_21.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_10_03_56.jpg, pred_boxes=[(300, 520, 105, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_10_32_19.jpg, pred_boxes=[(385, 85, 60, 45)], pred_scores=['0.9613'], Avg IoU=0.0000
Image: leave_2024_11_10_10_48_00.jpg, pred_boxes=[(410, 385, 80, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_11_05_42.jpg, pred_boxes=[(980, 700, 105, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_11_23_08.jpg, pred_boxes=[(775, 80, 240, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_11_10_30.jpg, pred_boxes=[(950, 415, 245, 105)], pred_scores=['0.9953'], Avg IoU=0.0273
Image: leave_2024_11_10_11_26_28.jpg, pred_boxes=[(390, 350, 80, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_11_28_00.jpg, pred_boxes=[(1135, 370, 85, 60)], pred_scores=['1.0000'], Avg IoU=0.6903
Image: leave_2024_11_10_11_51_02.jpg, pred_boxes=[(1115, 420, 120, 45)], pred_scores=['1.0000'], Avg IoU=0.7976
Image: leave_2024_11_10_12_15_32.jpg, pred_boxes=[(1160, 515, 105, 35)], pred_scores=['0.9962'], Avg IoU=0.8635
Image: leave_2024_11_10_12_29_36.jpg, pred_boxes=[(1040, 290, 195, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_12_47_07.jpg, pred_boxes=[(990, 10, 110, 35)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_13_10_23.jpg, pred_boxes=[(1100, 380, 85, 60)], pred_scores=['1.0000'], Avg IoU=0.7781
Image: leave_2024_11_10_12_50_37.jpg, pred_boxes=[(1345, 470, 115, 75)], pred_scores=['0.9921'], Avg IoU=0.0000
Image: leave_2024_11_10_13_24_13.jpg, pred_boxes=[(775, 80, 240, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_13_22_47.jpg, pred_boxes=[(1285, 450, 190, 70)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_13_30_56.jpg, pred_boxes=[(1365, 345, 180, 70)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_13_46_38.jpg, pred_boxes=[(595, 410, 75, 60)], pred_scores=['0.9900'], Avg IoU=0.0000
Image: leave_2024_11_10_14_10_55.jpg, pred_boxes=[(1080, 510, 120, 40)], pred_scores=['1.0000'], Avg IoU=0.8672
Image: leave_2024_11_10_14_27_27.jpg, pred_boxes=[(1330, 380, 115, 65)], pred_scores=['0.9922'], Avg IoU=0.0000
Image: leave_2024_11_10_14_54_54.jpg, pred_boxes=[(1185, 405, 120, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_14_50_02.jpg, pred_boxes=[(970, 550, 115, 50)], pred_scores=['1.0000'], Avg IoU=0.9395
Image: leave_2024_11_10_15_00_51.jpg, pred_boxes=[(1235, 350, 90, 55)], pred_scores=['1.0000'], Avg IoU=0.7857
Image: leave_2024_11_10_15_06_02.jpg, pred_boxes=[(645, 205, 235, 115)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_15_04_24.jpg, pred_boxes=[(620, 210, 255, 110)], pred_scores=['0.9965'], Avg IoU=0.0000
Image: leave_2024_11_10_15_48_03.jpg, pred_boxes=[(405, 385, 85, 35)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_16_48_18.jpg, pred_boxes=[(125, 385, 95, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_15_59_33.jpg, pred_boxes=[(1070, 515, 110, 40)], pred_scores=['1.0000'], Avg IoU=0.8089
Image: leave_2024_11_10_16_57_03.jpg, pred_boxes=[(125, 385, 95, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_16_59_53.jpg, pred_boxes=[(1160, 170, 80, 70)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_17_05_54.jpg, pred_boxes=[(125, 430, 100, 120)], pred_scores=['0.9956'], Avg IoU=0.0000
Image: leave_2024_11_10_17_28_59.jpg, pred_boxes=[(655, 360, 110, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_17_50_36.jpg, pred_boxes=[(1205, 500, 105, 35)], pred_scores=['1.0000'], Avg IoU=0.8640
Image: leave_2024_11_10_17_47_55.jpg, pred_boxes=[(1105, 295, 120, 40)], pred_scores=['0.9961'], Avg IoU=0.0000
Image: leave_2024_11_10_18_04_09.jpg, pred_boxes=[(2075, 395, 60, 115)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_18_03_08.jpg, pred_boxes=[(1235, 345, 95, 50)], pred_scores=['0.9953'], Avg IoU=0.7686
Image: leave_2024_11_10_18_13_57.jpg, pred_boxes=[(590, 385, 115, 115)], pred_scores=['1.0000'], Avg IoU=0.6055
Image: leave_2024_11_10_18_18_05.jpg, pred_boxes=[(590, 385, 115, 115)], pred_scores=['1.0000'], Avg IoU=0.5558
Image: leave_2024_11_10_18_23_57.jpg, pred_boxes=[(1280, 295, 95, 65)], pred_scores=['1.0000'], Avg IoU=0.9404
Image: leave_2024_11_10_19_22_52.jpg, pred_boxes=[(1840, 225, 100, 80)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_19_30_17.jpg, pred_boxes=[(1040, 505, 125, 50)], pred_scores=['1.0000'], Avg IoU=0.8669
Image: leave_2024_11_10_19_41_04.jpg, pred_boxes=[(1040, 550, 120, 45)], pred_scores=['1.0000'], Avg IoU=0.7428
Image: leave_2024_11_10_20_02_35.jpg, pred_boxes=[(2090, 530, 100, 100)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_20_29_36.jpg, pred_boxes=[(1095, 545, 115, 45)], pred_scores=['1.0000'], Avg IoU=0.8792
Image: leave_2024_11_10_20_56_33.jpg, pred_boxes=[(800, 590, 140, 50)], pred_scores=['1.0000'], Avg IoU=0.8046
Image: leave_2024_11_10_21_59_38.jpg, pred_boxes=[(140, 390, 90, 45)], pred_scores=['0.9915'], Avg IoU=0.0000
Image: leave_2024_11_10_22_08_09.jpg, pred_boxes=[(600, 665, 285, 95)], pred_scores=['1.0000'], Avg IoU=0.2739
Image: leave_2024_11_10_22_04_45.jpg, pred_boxes=[(1020, 695, 180, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_22_23_04.jpg, pred_boxes=[(1280, 535, 130, 120)], pred_scores=['0.9956'], Avg IoU=0.0000
Image: leave_2024_11_10_22_16_19.jpg, pred_boxes=[(1140, 540, 110, 40)], pred_scores=['1.0000'], Avg IoU=0.9441
Image: leave_2024_11_10_22_33_28.jpg, pred_boxes=[(1190, 505, 95, 35)], pred_scores=['0.9894'], Avg IoU=0.7160
Image: leave_2024_11_11_09_44_04.jpg, pred_boxes=[(590, 345, 80, 65)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_10_22_42_44.jpg, pred_boxes=[(1070, 120, 220, 35)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_09_46_19.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_09_56_46.jpg, pred_boxes=[(860, 465, 95, 30)], pred_scores=['1.0000'], Avg IoU=0.8211
Image: leave_2024_11_11_09_59_53.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_10_06_40.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_10_02_10.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_10_18_04.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_10_23_24.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_10_42_16.jpg, pred_boxes=[(1200, 365, 90, 70)], pred_scores=['1.0000'], Avg IoU=0.6456
Image: leave_2024_11_11_10_45_06.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_10_47_41.jpg, pred_boxes=[(1120, 320, 85, 65)], pred_scores=['1.0000'], Avg IoU=0.7409
Image: leave_2024_11_11_11_10_13.jpg, pred_boxes=[(1155, 345, 85, 50)], pred_scores=['1.0000'], Avg IoU=0.9043
Image: leave_2024_11_11_11_13_07.jpg, pred_boxes=[(2445, 480, 115, 100)], pred_scores=['0.9941'], Avg IoU=0.0000
Image: leave_2024_11_11_11_19_54.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_11_45_33.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_12_22_15.jpg, pred_boxes=[(1155, 340, 75, 45)], pred_scores=['0.9949'], Avg IoU=0.7695
Image: leave_2024_11_11_11_52_05.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_12_47_23.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_12_50_15.jpg, pred_boxes=[(1155, 335, 105, 55)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_12_53_06.jpg, pred_boxes=[(410, 385, 75, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_13_00_29.jpg, pred_boxes=[(1315, 635, 105, 30)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_13_09_52.jpg, pred_boxes=[(410, 385, 80, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_13_14_14.jpg, pred_boxes=[(785, 560, 150, 65)], pred_scores=['1.0000'], Avg IoU=0.7549
Image: leave_2024_11_11_13_20_18.jpg, pred_boxes=[(1410, 335, 75, 50)], pred_scores=['0.9897'], Avg IoU=0.7509
Image: leave_2024_11_11_13_19_12.jpg, pred_boxes=[(1660, 490, 60, 70)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_13_22_43.jpg, pred_boxes=[(410, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_13_26_28.jpg, pred_boxes=[(255, 430, 105, 120)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_13_39_26.jpg, pred_boxes=[(1795, 220, 145, 90)], pred_scores=['0.9940'], Avg IoU=0.0000
Image: leave_2024_11_11_13_47_11.jpg, pred_boxes=[(640, 470, 105, 90)], pred_scores=['1.0000'], Avg IoU=0.7638
Image: leave_2024_11_11_14_01_53.jpg, pred_boxes=[(145, 575, 75, 110)], pred_scores=['0.9949'], Avg IoU=0.0000
Image: leave_2024_11_11_14_29_58.jpg, pred_boxes=[(1870, 285, 70, 55)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_14_33_39.jpg, pred_boxes=[(1345, 475, 150, 60)], pred_scores=['0.9965'], Avg IoU=0.0000
Image: leave_2024_11_11_15_05_13.jpg, pred_boxes=[(425, 560, 85, 75)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_15_07_23.jpg, pred_boxes=[(1285, 435, 95, 60)], pred_scores=['1.0000'], Avg IoU=0.8755
Image: leave_2024_11_11_15_10_03.jpg, pred_boxes=[(1245, 645, 150, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_15_13_43.jpg, pred_boxes=[(985, 410, 105, 35)], pred_scores=['1.0000'], Avg IoU=0.6355
Image: leave_2024_11_11_15_16_00.jpg, pred_boxes=[(1585, 590, 140, 60)], pred_scores=['1.0000'], Avg IoU=0.9443
Image: leave_2024_11_11_15_22_15.jpg, pred_boxes=[(1540, 460, 170, 70)], pred_scores=['1.0000'], Avg IoU=0.6418
Image: leave_2024_11_11_15_32_20.jpg, pred_boxes=[(770, 75, 250, 60)], pred_scores=['0.9893'], Avg IoU=0.0000
Image: leave_2024_11_11_15_44_58.jpg, pred_boxes=[(425, 560, 85, 75)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_15_45_22.jpg, pred_boxes=[(1470, 140, 100, 85)], pred_scores=['0.9756'], Avg IoU=0.0000
Image: leave_2024_11_11_15_51_50.jpg, pred_boxes=[(820, 310, 100, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_16_41_43.jpg, pred_boxes=[(545, 545, 155, 80)], pred_scores=['1.0000'], Avg IoU=0.7432
Image: leave_2024_11_11_16_48_55.jpg, pred_boxes=[(135, 390, 90, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_17_06_25.jpg, pred_boxes=[(1375, 595, 105, 30)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_17_08_19.jpg, pred_boxes=[(1010, 410, 110, 45)], pred_scores=['1.0000'], Avg IoU=0.8083
Image: leave_2024_11_11_17_19_10.jpg, pred_boxes=[(405, 385, 85, 35)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_17_40_36.jpg, pred_boxes=[(405, 385, 85, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_17_42_32.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_17_47_53.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_17_50_45.jpg, pred_boxes=[(965, 550, 125, 50)], pred_scores=['1.0000'], Avg IoU=0.8475
Image: leave_2024_11_11_17_55_55.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_18_13_58.jpg, pred_boxes=[(1395, 360, 90, 65)], pred_scores=['1.0000'], Avg IoU=0.7904
Image: leave_2024_11_11_18_12_32.jpg, pred_boxes=[(980, 740, 165, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_18_32_58.jpg, pred_boxes=[(405, 385, 90, 40)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_11_19_42_53.jpg, pred_boxes=[(1315, 205, 60, 80)], pred_scores=['0.9913'], Avg IoU=0.0000
Image: leave_2024_11_11_20_58_05.jpg, pred_boxes=[(1655, 350, 145, 85)], pred_scores=['0.9914'], Avg IoU=0.0000
Image: leave_2024_11_11_21_01_17.jpg, pred_boxes=[(360, 485, 155, 110)], pred_scores=['0.9806'], Avg IoU=0.0000
Image: leave_2024_11_11_21_23_55.jpg, pred_boxes=[(1000, 400, 125, 40)], pred_scores=['1.0000'], Avg IoU=0.7910
Image: leave_2024_11_11_21_14_27.jpg, pred_boxes=[(80, 1205, 155, 45)], pred_scores=['0.9461'], Avg IoU=0.0000
Image: leave_2024_11_11_21_46_10.jpg, pred_boxes=[(105, 1205, 130, 45)], pred_scores=['0.9273'], Avg IoU=0.0000
Image: leave_2024_11_12_10_13_08.jpg, pred_boxes=[(1335, 620, 105, 30)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_10_27_50.jpg, pred_boxes=[(770, 85, 65, 50)], pred_scores=['0.9954'], Avg IoU=0.0000
Image: leave_2024_11_12_10_30_27.jpg, pred_boxes=[(1120, 325, 80, 50)], pred_scores=['1.0000'], Avg IoU=0.8579
Image: leave_2024_11_12_10_55_42.jpg, pred_boxes=[(1415, 370, 95, 60)], pred_scores=['1.0000'], Avg IoU=0.7503
Image: leave_2024_11_12_10_57_19.jpg, pred_boxes=[(520, 550, 145, 70)], pred_scores=['1.0000'], Avg IoU=0.9194
Image: leave_2024_11_12_11_25_05.jpg, pred_boxes=[(1625, 930, 165, 50)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_11_28_33.jpg, pred_boxes=[(1000, 410, 95, 30)], pred_scores=['0.9915'], Avg IoU=0.8174
Image: leave_2024_11_12_11_29_20.jpg, pred_boxes=[(1640, 705, 230, 80)], pred_scores=['0.9969'], Avg IoU=0.0000
Image: leave_2024_11_12_11_33_15.jpg, pred_boxes=[(835, 750, 120, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_11_52_25.jpg, pred_boxes=[(660, 400, 90, 70)], pred_scores=['1.0000'], Avg IoU=0.8617
Image: leave_2024_11_12_11_41_35.jpg, pred_boxes=[(625, 535, 155, 40)], pred_scores=['0.9949'], Avg IoU=0.0000
Image: leave_2024_11_12_11_57_40.jpg, pred_boxes=[(705, 365, 80, 60)], pred_scores=['1.0000'], Avg IoU=0.0000
Image: leave_2024_11_12_12_05_04.jpg, pred_boxes=[(135, 390, 95, 45)], pred_scores=['1.0000'], Avg IoU=0.0000
